Rating,Review,category
5,I received this book months ago but have gotten down to reviewing it only now. Not done  I know ????! But I must say that after a long time have I had the opportunity to read such an absorbing murder mystery. Simply thrilling!Senior Inspector Saralkar is called upon a case where a couple are found dead inside their Pune flat. The husband  hanging down a rope and the wife  lying across a bed with her face brutally disfigured. A suicide note is found that clearly states that the husband killed his wife and then committed suicide as a result of an involvement of the wife in an affair. Although it seems straight forward at first  there are pieces that don t fit together for Saralkar. He  along with his team  get down to solving this perplexed situation at hand  only to find things getting worse as they progress.3 and a Half Murders is by Salil Desai  who has previously authored other mysteries as well. I loved the book! From the start  I was spellbound with the narration. A classic who-dun-it  the story moves in a neck breaking speed  indulging the readers with subtle clues and new snippets of information. The story line is intelligent with punches of emotions and humor from time to time. Straight-to-the point narrative  a clear plot and relatable characters is what makes the book extremely fascinting.The story is based in Pune (happy dance!) and the character of Inspector Saralkar is so aptly portrayed. In fact  it checks all the right boxes for a murder mystery. Uh  did I mention it is one of the most absorbing murder mysteries I have read in a long time?These are the kind of books that make me want to keep going back and drink more of the mystery juice! I am definitely going to look out for other books by the author and review them here  so watch this space for more.I totally recommend 3 and a Half Murders if you are a murder mystery fan  I guarantee you ll love it!,books
5,It stopped working exactly 2 years from the month of purchase. I took this item in November 2015  and now I am looking for a new induction stove in November 2017. However  this stove worked well and I used it for all my cooking (I do not have a gas stove). It is a great choice for bachelors.,home
5,very good quality,home
1,This is good after 17 months as my 10 month old started to throw it away,toys
2,not happy,home
5,It works ; Not that user friendly ; the start and stop is not easy ; when compared to the product what i had earlier. I am hoping it will long last ; IF works for 2 years or above then it s good.,home
5,wow nice quality and product,fashion
2,I hate it,mobile
2,I hate it,mobile
2,puzzle is so easy and very boring,fashion
2,Its vry low quality but my daughter is happy,toys
5,Inner Sole can be Good .Not Good For Running.Order usual size it s perfect.,fashion
5,I bought this book several years ago and can honestly say it is one of two books in my adult life I have ever finished. Chapters are short and sweet  making it a fast read. It also offers great advice that s not too deep and helps you change your attitude. I gave one book away and misplaced another during a move  so am buying a 3rd copy to reread. Highly recommend.,books
1,Phone is exploading . Over heating problems,mobile
4,Nice,toys
1,estimation are not reached,home
5,This is my first induction & begginer for cooking. I ve been using from the last 1 year.This induction makes my job easier as mentioned as a begginer no need to worry about at what temperature need to cook for curry milk roti and many more because for all these items specific buttons are given.Even if we are not satisfied with the given buttons we can have the option as MANUAL where we can increase/decrease as per our requirements.As of now not faced any issues.,home
3,Average quality product... One can get for 40-60 Rs in local shops.,toys
4,Very helpful for identification of colours as well as child also love to play with,toys
2,dont buy it.,toys
5,very reasonable ,mobile
3,Nice,toys
5,The media could not be loaded. ?ÿWhat is this Amazon  Its not even one month and this product is not working ... ???? i want this product to be change  THIS IS WASTE OF MONEY... I am done with this faulty item..???­I have done all possible thing but still this product is not working ???­ quality of this product is very badI was not expecting this from u AmazonVERY BAD QUALITY  DONT BUY THIS PRODUCT ???®,home
4,Very nice product,toys
4,Its not bad  but you use a filler to trim some rough edges. Kind of okay,toys
4,Mic/network lag issue,mobile
2,Bought for 130.Nice.,toys
2,bad ..waste of money,toys
4,Good quality and performance,mobile
1,Not satisfied with colour,fashion
4,I loved the product..worth the rate,toys
3,Happy to buy this. It s same like in image. Quality is also good. My baby is very exited. Must buy it recommend to all who have infants. Thanks Amazon for fast delivery.,toys
1,Value for money... Packing is so good... Totally awesome product.... My 10 m old is liking this toy very much.... Tks Amazon,toys
3,"Really good device with great looks and screen. camera is quality is really bad, do not trust online reviews. Can't game on this.Buy for light use and older generation people.",mobile
2,Camera quality not so much Good as others phone 68 mp camera,mobile
1,Poor quality  Have ordered for my 5 Month old baby.,toys
1,delivery issues,fashion
2,colour is too bad,fashion
2,Tuch not working properly,mobile
5,I am satistied,fashion
1,I am not satisfied,fashion
4,My kid loves to play with it,toys
5,Na,fashion
2,unfair product,home
2,shocking ,home
5,Gud one,fashion
4,Very nice phone for non gamer display excellent battery backup good.camera also good,mobile
4,Overall good,toys
2,delivery charges is too high,home
5,Very nice,fashion
2,Good quality  Good for 10 months plus babies ,toys
1,grotty and dirty,home
2,The product is amazing my daughter liked it a lot,toys
5,Nice product,fashion
3,Good,toys
2,Colors mentioned in the image is different from what I received and also instead of smiley it was duck. Quite upset with product.,toys
1,Product is not worth the price.Its a Rs50 toy.Cheap quality plastic used to made it,toys
4,I gifted this to my mom and my mom become happy and excited after seeing this and it is very simple to use and functions are amazing.,home
3,Worth the money but product quality is nt dat strud,toys
1,dull quality,mobile
1,Don t go for by seeing colour and price  product is not expected quality after using 1 week I am writing my review Not comfortable for walking I am getting finger rashes and the downside soul is very cheap quality for small stones we are getting pains on foot.,fashion
4,Good product,mobile
4,Nice goo for it gaysNice coloty,toys
